text,aspect,label
"can not even start the app as it displays the n logo and no visible indication of what is happening (no loading bar, no spinning animation, no text, nothing)",app,0
today i found out that @notionhq has a free plan,free,2
you are good at only with milk delivery.,milk,0
unlimited storage multiple brand presets,Storage,2
it is not a smooth operation on android.,android.,0
ease of use and polite delivery people,Ease of use,2
the best notes app i have ever used,app,2
why it is showning free plan-lite on my membership,free,1
is there a way to make a database not directly-ed.,database,1
This is not good that in your air table app,table,1
And then it won't let you delete your profile.,delete,0
"the app is amazing, but I am not getting a smooth experience when I am using this app.",app.,0
we want use full potential of notion on our phones as well,Notion,2
quality of the product and efficient delivery.,delivery.,0
The newest update (4.1) renders the date field almost unusable.,field,0
what can i do if my video does not fill the screen?,screen?,1
"01-Could put colors on top of the tasks for better identification, 02",tasks,1
bundle size is not the whole single-page performance story!,performance,1
how to put transparency in the image,image,2
worspace name and billing add what caused you to escalate the ticket?,billing,1
All integrations require zapier.,integrations,1
then I am popping out for a bit so I will be back later.,popping,1
it replaced 6 apps for me:,apps,2
unlimited storage multiple brand presets,Storage,2
i will not be able to draw ideas on this app.,app.,0
"i just switched to obsidian, but i still use notion for d.",switched,1
"do you mean after downloading it on computer, it is not playing?",downloading,0
"send fresh vegetables not rotton, delivery executives should be properly trained, website should be customer friendly",website should be customer friendly,0
keep up the delivery time.,delivery,0
delivering on time n delivery person should be constant or a responsible person who can deliver on daily basis.,deliver,0
very good service with nice attitude of staff,nice attitude of staff,2
whenever i open the app it asks me to log in again,app,0
i have a project that will not render.,project,0
Need Dark Mode For Free,Free,1
this app has massively improved in the past year and the pc version is a god-send!,app,2
evernote has this.,Evernote,0
gah the web is great but your mobile app really needs work when it comes to its loading speed.,web,2
"after trial 30 days end, can'nt back to free plan, FORCED to Buy Prmium with no option, diffeent from plan explanation, bad experience",Buy,0
"It is a fantastic application, with the free version to me is enough but sometimes I think I could even install the paid version to see how many of the other things even more useful I could use.",install,1
